Barycentric data loading time: 592.413316ms
Removing database directory samurai.db
Database directory samurai.db removed
Feeding update tasks to 16 workers
Block: 18908895 phase:modifiedaccounts accounts: 385 time: 3.241304274s
Fetching balances for 385 accounts
Fetched balances for 385 accounts
Block: 18908895 phase:balances accounts: 385 time: 24.23991ms
Block 18908896 account 0xFB010D7Eeb0d12b3B90ca9C9872039dCdD97FcE5 time: 58.723559ms
Block 18908896 account 0xFac257c9B089D1484A032E56B4B1BeE675DB8C42 time: 59.495924ms
Block 18908896 account 0xFD382A4F08299dBBaBA82AEfa6212F0006CcE687 time: 58.538365ms
Block 18908896 account 0xfd3E2d0B52dC74f926682F80678BcEf081Cb32C1 time: 60.999103ms
Block 18908896 account 0xf89d7b9c864f589bbF53a82105107622B35EaA40 time: 65.931907ms
Block 18908896 account 0xFE9e7931e55C514C33d489c88582Fa36e84bD8E3 time: 36.38212ms
Block 18908896 account 0xFF4Eb17c614dD4Ec171Af3ca9A437C52eD826245 time: 28.34941ms
Block 18908896 account 0xf951E335afb289353dc249e82926178EaC7DEd78 time: 67.083758ms
Block 18908896 account 0xFFC8Ae98E37D8f64a476B0448B4868932133056A time: 16.538929ms
Block: 18908897 phase:modifiedaccounts accounts: 258 time: 3.953874782s
Fetching balances for 258 accounts
Fetched balances for 258 accounts
Block: 18908897 phase:balances accounts: 258 time: 16.345206ms
Block 18908897 account 0x0652b1A20D1D9cb9fd76a556a1aFba4530B1Aad6 time: 38.203618ms
Block 18908897 account 0x079bC9C0B870Ae3412Ca96680CC34Fe92E8f47bA time: 38.196873ms
Block 18908897 account 0x0A55882F4E1117ADc54aFbbac4A39079AD52fB89 time: 40.917122ms
Block 18908897 account 0x00005EA00Ac477B1030CE78506496e8C2dE24bf5 time: 41.106446ms
Block 18908897 account 0x03599A2429871E6be1B154Fb9c24691F9D301865 time: 41.171444ms
Block 18908897 account 0x047103830bC29b593ed2f48e5a29f93afc66E399 time: 41.117013ms
Block 18908897 account 0x0906c018a56d44eFcC0E66D98839AAf5895572d3 time: 41.047357ms
Block 18908897 account 0x0bcD3fbea5f8c1420038c145009fD351eACa2B83 time: 41.18999ms
Block 18908897 account 0x061cCeD36C9B306493E52778df511f78Dd91232D time: 41.065938ms
Block 18908897 account 0x06450dEe7FD2Fb8E39061434BAbCFC05599a6Fb8 time: 48.227818ms
Block 18908897 account 0x0000000000000000000000000000000000000001 time: 53.805376ms
Block 18908897 account 0x0000000000000000000000000000000000000004 time: 53.795535ms
Block 18908897 account 0x0016C0d0343e8f2c3A7b6A51606B84B1545Ec606 time: 53.809953ms
Block 18908897 account 0x0000a26b00c1F0DF003000390027140000fAa719 time: 57.099648ms
Block 18908897 account 0x02777053d6764996e594c3E88AF1D58D5363a2e6 time: 57.251268ms
Block 18908897 account 0x000000000022D473030F116dDEE9F6B43aC78BA3 time: 57.264359ms
Block 18908897 account 0x0C7cbEC7CaF624438d29dD620665B52AF98F2761 time: 33.972975ms
Block 18908897 account 0x0EF1B8a0E726Fc3948E15b23993015eB1627f210 time: 34.818019ms
Block 18908897 account 0x1335193d18163daD74ac772A8e755ee6Beca0be3 time: 36.535459ms
Block 18908897 account 0x0f27c8532457b66D6037141DEB0ed479Dad04B3c time: 36.61348ms
Block 18908897 account 0x152a04D9FdE2396C01c5F065a00BD5F6Edf5C88D time: 36.541719ms
Block 18908897 account 0x1499B02b84A82B24a3E02f7e0a663855FFbe349d time: 36.674826ms
Block 18908897 account 0x0d84830205d8b50661a5Db2c7FA2DE63A5F1Ed30 time: 39.445554ms
Block 18908897 account 0x0e1734965617ECC387572f43F9541394308aC0A7 time: 47.227835ms
Block 18908897 account 0x15B09c03F31afd6AE3e7B20D5855083cc568020c time: 46.249874ms
Block 18908897 account 0x18Beba778638a2a424AdaC9eC5fCa1b289053F8b time: 38.656373ms
Block 18908897 account 0x111111111117dC0aa78b770fA6A738034120C302 time: 54.800613ms
Block 18908897 account 0x1692ED8a4C20910E96B6cF3e37146789A6BdDbC8 time: 42.407562ms
Block 18908897 account 0x16C473448E770Ff647c69CBe19e28528877fba1B time: 42.399789ms
Block 18908897 account 0x18AbedEbf76e1E6FdEb3aE0A5Dd06DAa28112aBF time: 39.245974ms
Block 18908897 account 0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671 time: 45.916568ms
Block 18908897 account 0x18aAA7115705e8be94bfFEBDE57Af9BFc265B998 time: 58.623726ms
Block 18908897 account 0x1BeE69b7dFFfA4E2d53C2a2Df135C388AD25dCD2 time: 53.17952ms
Block 18908897 account 0x27899ffaCe558bdE9F284Ba5C8c91ec79EE60FD6 time: 53.103193ms
Block 18908897 account 0x1FbD3dF007eB8A7477A1Eab2c63483dCc24EfFD6 time: 55.07789ms
Block 18908897 account 0x1D3E42be9e2A0E509B69eB879d1D0E78a0d8e801 time: 55.303815ms
Block 18908897 account 0x263B6B028F3e4eD8C4329eB2b5f409Ee38D97296 time: 55.660959ms
Block 18908897 account 0x19F00b3a7B6F55C9dA966FE3723251784a797fa7 time: 62.564076ms
Block 18908897 account 0x2cC846fFf0b08FB3bFfaD71f53a60B4b6E6d6482 time: 49.185585ms
Block 18908897 account 0x2d5d7d31F671F86C782533cc367F14109a082712 time: 49.238094ms
Block 18908897 account 0x2b90AFAba6dF810151aa23807B26287EB51135Cb time: 49.769575ms
Block 18908897 account 0x1a847b0d11120b8510EDCD3C81c4E4249460330A time: 70.89819ms
Block 18908897 account 0x2Ea024aE1338AF5e48ee9179D54F52C90d7B3929 time: 47.126839ms
Block 18908897 account 0x28c9D47A77A5177E50f75B02739D56b444Ab074a time: 52.766998ms
Block 18908897 account 0x2dfF88A56767223A5529eA5960Da7A3F5f766406 time: 53.464081ms
Block 18908897 account 0x28C6c06298d514Db089934071355E5743bf21d60 time: 68.022049ms
Block 18908897 account 0x29984d1F9055cafB02dcDd53C54B727902E44975 time: 65.184508ms
Block 18908897 account 0x2F2dD99235Cb728fc79Af575f1325Eaa270f0C99 time: 45.814208ms
Block 18908897 account 0x308861A430be4cce5502d0A12724771Fc6DaF216 time: 44.95039ms
Block 18908897 account 0x315D2Ee4fcCdA0def532Ef4108FF57204F8D9EbA time: 43.161876ms
Block 18908897 account 0x335bBF6352F8b96d2938e7D5264f307e7Ac2D6eb time: 45.36451ms
Block 18908897 account 0x335F4e66B9B61CEE5CeaDE4e727FCEC20156B2F0 time: 44.223628ms
Block 18908897 account 0x328ff444CBb7a7a3636c01FC69d6a91f8B38E34c time: 48.683549ms
Block 18908897 account 0x2fbe26e4Ab9225C0bf78D35E01CB71F657B5Ed52 time: 50.911644ms
Block 18908897 account 0x345662ABfE0E257E23552A434D02Ef274cCb6A90 time: 42.607522ms
Block 18908897 account 0x34548011fB8e54418A90d004b9FC3224F8C65051 time: 42.829324ms
Block 18908897 account 0x33ED0b611194aF158D725bB414FAaD4fD52CC249 time: 43.585831ms
Block 18908897 account 0x37157e900AF4e23f6DB1A70A4cEf3BDAdca4b53f time: 44.659729ms
Block 18908897 account 0x35fA164735182de50811E8e2E824cFb9B6118ac2 time: 45.04425ms
Block 18908897 account 0x35c66dC4c10AFDa1C7faf3a6Cf5Eb0F98b332D94 time: 45.990697ms
Block 18908897 account 0x38016C1AbB2cb8be819421C9b37e713ddEA1ef58 time: 52.219815ms
Block 18908897 account 0x3845badAde8e6dFF049820680d1F14bD3903a5d0 time: 45.94553ms
Block 18908897 account 0x3a122785bC4d951D132B2CAD31FC187D6DC7A21C time: 40.686837ms
Block 18908897 account 0x388C818CA8B9251b393131C08a736A67ccB19297 time: 42.224796ms
Block 18908897 account 0x3B1F3DEC9276c42FF810770f5ba1646929543010 time: 41.636808ms
Block 18908897 account 0x3E4d43fD807a774BBb6C9DB37287B5715D3AE225 time: 43.174564ms
Block 18908897 account 0x409e592c7d0DD3D1B76175240bb6CA335b49c1eb time: 49.988065ms
Block 18908897 account 0x41292153E7F5e78C3b7382D59E742b92461CBC70 time: 48.530814ms
Block 18908897 account 0x41f20599e9e049004C4d169046eb7023117a6244 time: 47.929387ms
Block 18908897 account 0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD time: 59.543543ms
Block 18908897 account 0x3fEA672ec176c705ac8F57036320df71Fe002632 time: 57.05969ms
Block 18908897 account 0x467B79AAfD7977F6d1E772e0b121047AC655C389 time: 47.582673ms
Block 18908897 account 0x46340b20830761efd32832A74d7169B29FEB9758 time: 47.928885ms
Block 18908897 account 0x489cEbE6Cd5DC5dcB7047A1F0D4F358a5d2fB295 time: 47.050805ms
Block 18908897 account 0x3d0F4bB99261D791199A3750714dfcCEB39b4e5d time: 64.706411ms
Block 18908897 account 0x41A4754c85a73cce186085F6Fdc8988E8a3766aa time: 55.525662ms
Block 18908897 account 0x49048044D57e1C92A77f79988d21Fa8fAF74E97e time: 43.113468ms
Block 18908897 account 0x4D73AdB72bC3DD368966edD0f0b2148401A178E2 time: 44.937301ms
Block 18908897 account 0x4cD933fd1Facdc8a59d9Db96Da4bD2D4f190872b time: 45.98974ms
Block 18908897 account 0x4Cc95AFDbA7B56eD977b4e46d4DcEF69A98dc0E5 time: 47.542845ms
Block 18908897 account 0x4e0924d3a751bE199C426d52fb1f2337fa96f736 time: 33.154615ms
Block 18908897 account 0x4FFe9CC172527DF1E40D0b2EfE1e9F05884A13dA time: 47.24659ms
Block 18908897 account 0x52c77b0CB827aFbAD022E6d6CAF2C44452eDbc39 time: 37.777822ms
Block 18908897 account 0x590907202C51a7DDaf6467997599494119b12259 time: 36.609672ms
Block 18908897 account 0x5973B0b6c86b8A3aB3B2406FcB893a966852921b time: 37.751247ms
Block 18908897 account 0x544fFbED95896dB3D91138bf4F9Be76EcEf4F177 time: 39.599172ms
Block 18908897 account 0x514910771AF9Ca656af840dff83E8264EcF986CA time: 46.446691ms
Block 18908897 account 0x5B905fE05F81F3a8ad8B28C6E17779CFAbf76068 time: 41.052372ms
Block 18908897 account 0x5C581b8c0961F93543112bf1Ffa27C1cA166e0e5 time: 40.472773ms
Block 18908897 account 0x5b7E3E37a1aa6369386e5939053779abd3597508 time: 41.659845ms
Block 18908897 account 0x5Eb986E625cD8C6eE88878FA3bB9736A616ae601 time: 45.05702ms
Block 18908897 account 0x629B0A5FBEe9ca605E51e7fCCF5c9368fDA2e677 time: 41.336519ms
Block 18908897 account 0x5f98805A4E8be255a32880FDeC7F6728C6568bA0 time: 49.144523ms
Block 18908897 account 0x614a79eC9Dfe7C8Fe00a79adef45A31EB775140b time: 47.815045ms
Block 18908897 account 0x6116a2dFf620F292f61B27495A7d52B93E2Ddb52 time: 49.383519ms
Block 18908897 account 0x5B6B46a60d66c7432b720D9438654691c0509bd4 time: 60.692419ms
Block 18908897 account 0x5D738fBf1D8940BBE72Af847d88c517064DE76e7 time: 59.191201ms
Block 18908897 account 0x62eA2CeE6946e717ea6E222f4F188aFFa755bbb3 time: 33.81552ms
Block 18908897 account 0x6411dBc494b9772C069e834032Cf41D5B688e66a time: 35.574039ms
Block 18908897 account 0x660000c7feAE0027f565680000005c683400E700 time: 36.114771ms
Block 18908897 account 0x654088953C4FF3f406241B6238cCd8f26D5bcb07 time: 44.360082ms
Block 18908897 account 0x66A71Dcef29A0fFBDBE3c6a460a3B5BC225Cd675 time: 43.333834ms
Block 18908897 account 0x6B426A7F03E36E31B87eBC57f3A8323EEC8D42Ca time: 46.836679ms
Block 18908897 account 0x6767526a362EC6c6b1DF185478e4F01506B73Ff3 time: 55.461342ms
Block 18908897 account 0x6B175474E89094C44Da98b954EedeAC495271d0F time: 52.75893ms
Block 18908897 account 0x6b80435cB93a15d490A18BE6Ffc558b7b5d66CBF time: 48.112026ms
Block 18908897 account 0x6A9ee69B6781C18164ee9F7C58f1763BcFfC7c51 time: 60.04744ms
Block 18908897 account 0x6cdA50e3ed8e58EE0BF9D3C0B4d930f9c36ff861 time: 43.418464ms
Block 18908897 account 0x6bB0467f69BcA212FADE33B5D808B9294C2b93e4 time: 43.597928ms
Block 18908897 account 0x6b75d8AF000000e20B7a7DDf000Ba900b4009A80 time: 50.970984ms
Block 18908897 account 0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69 time: 39.64886ms
Block 18908897 account 0x7027b78c80C77558dA098780183e0aEf013F9293 time: 43.518814ms
Block 18908897 account 0x6F1cDbBb4d53d226CF4B917bF768B94acbAB6168 time: 47.606917ms
Block 18908897 account 0x7122985656e38BDC0302Db86685bb972b145bD3C time: 42.177738ms
Block 18908897 account 0x719F69E3bD63217A99E46Ccc2C2192c7c6681133 time: 40.071314ms
Block 18908897 account 0x6E2a43be0B1d33b726f0CA3b8de60b3482b8b050 time: 61.520055ms
Block 18908897 account 0x72e4f9F808C49A2a61dE9C5896298920Dc4EEEa9 time: 49.692655ms
Block 18908897 account 0x73eA3D8Ba3D7380201B270ec504b33eD5e478542 time: 50.355199ms
Block 18908897 account 0x74055C8f6115712143001b47986BFA1d9aFAACF9 time: 48.745422ms
Block 18908897 account 0x76E45f298BE6922B3eF374D99b8Ac90D4A658e92 time: 51.605266ms
Block 18908897 account 0x77E01602ce9736d10Ca54357ca1220C88a5419FD time: 54.079811ms
Block 18908897 account 0x7d5706f6ef3F89B3951E23e557CDFBC3239D4E2c time: 46.938366ms
Block 18908897 account 0x7d112a6724DFe4506a3bbfa29DeD117Bf8d332a4 time: 54.744193ms
Block 18908897 account 0x7F137D1D8d20BA54004Ba358E9C229DA26FA3Fa9 time: 54.039132ms
Block 18908897 account 0x81655294CaEc98d0267E4Be021aF9A316F36737e time: 53.824471ms
Block 18908897 account 0x822Ef17F200566aD574b546078521276f37cD11C time: 53.058042ms
Block 18908897 account 0x8334A7Ef62BF052fd1bf70e2103ca4C87ebCd8E2 time: 53.040564ms
Block 18908897 account 0x848d66f26E0e55279Dd8f9dc1d8eE043a0D397B7 time: 51.233365ms
Block 18908897 account 0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989 time: 69.543473ms
Block 18908897 account 0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D time: 70.77117ms
Block 18908897 account 0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0 time: 78.963805ms
Block 18908897 account 0x866Ea55f54a5C8d2fE140059843D74251109203E time: 54.529198ms
Block 18908897 account 0x841A63D6B17927de583404BcDC5281B99A0b801D time: 74.905621ms
Block 18908897 account 0x885fcE983b6a01633f764325B8c3c5D31032C995 time: 54.724049ms
Block 18908897 account 0x858646372CC42E1A627fcE94aa7A7033e7CF075A time: 62.035199ms
Block 18908897 account 0x8952F97472B01cB197f38a7C9ADB354178CbC137 time: 43.809462ms
Block 18908897 account 0x889e21d7BA3d6dD62e75d4980A4Ad1349c61599d time: 50.728184ms
Block 18908897 account 0x8a9f6113Cbd7b91837fCe03C8c939Ee8B9F3Dbc9 time: 45.968673ms
Block 18908897 account 0x8BCdd2eb1Be98B0aC97F8f60de2347c65f87b2A5 time: 44.912954ms
Block 18908897 account 0x8C32A74ab289B40acEbAA02a83386e8cA7fCAF9d time: 47.819437ms
Block 18908897 account 0x88dF592F8eb5D7Bd38bFeF7dEb0fBc02cf3778a0 time: 65.280492ms
Block 18908897 account 0x8e12D0FEc2e91E08A2E396C79f5791366703ba3F time: 47.56339ms
Block 18908897 account 0x90695194aA10a7952DF8AEd6312b313c19866355 time: 45.526153ms
Block 18908897 account 0x8e40Fc101cC88B94744f1716A0a46e64929ef757 time: 46.358222ms
Block 18908897 account 0x9008D19f58AAbD9eD0D60971565AA8510560ab41 time: 45.927225ms
Block 18908897 account 0x92543b8827F3bECdbD79942675a571317FaCc133 time: 43.921104ms
Block 18908897 account 0x8c0d9B279c32c05A3BB4Ddd3AF7470699Ea50FB5 time: 63.511196ms
Block 18908897 account 0x92A6Eee7f57581ebA1BcA3B52808d2b49Da8b020 time: 46.327291ms
Block 18908897 account 0x92BCd55ca0a29f4A1f16F63faD36a71FF601686a time: 43.963325ms
Block 18908897 account 0x92c2eA2FAFE891758dA0eD2Ec2978ACf1D4162fb time: 45.103954ms
Block 18908897 account 0x930B88a592a045C428f3d99f7f3E5f95e3967508 time: 44.94593ms
Block 18908897 account 0x946dcF84E6c5595379d951aA9f9a6732F58C463F time: 47.004414ms
Block 18908897 account 0x9485711f11B17f73f2CCc8561bcae05BDc7E9ad9 time: 41.802025ms
Block 18908897 account 0x92D6C1e31e14520e676a687F0a93788B716BEff5 time: 63.93139ms
Block 18908897 account 0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5 time: 59.877547ms
Block 18908897 account 0x9BAF7cDeA0437864Bc8988a5fE27E815887a1caF time: 48.32001ms
Block 18908897 account 0x99486Ca2D6EA651B8d780A1fE9F0904503BD4Aaa time: 51.892711ms
Block 18908897 account 0x9813037ee2218799597d83D4a5B6F3b6778218d9 time: 52.186032ms
Block 18908897 account 0x9bE960B301CE2463B690aFb321D614aFee7D3dDD time: 48.665101ms
Block 18908897 account 0x9AAb3F81604c683a1a0D14019FBfe15bef7aA1ee time: 49.317672ms
Block 18908897 account 0x9c159F3c358D052bE5e5165c9f3b3830A37cE234 time: 46.987817ms
Block 18908897 account 0x9c423e4d54DDD447bE177703131a4292677e4818 time: 46.869446ms
Block 18908897 account 0x954489D32C93b4Da30F9670d86825d929461F73E time: 62.64791ms
Block 18908897 account 0x9C720415674A4d8AEEa723e9Db890D3c00000000 time: 43.096448ms
Block 18908897 account 0x9ef41E336DeE3bd7405A6dee3f80559B2722aea1 time: 43.009255ms
Block 18908897 account 0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2 time: 37.977109ms
Block 18908897 account 0xa03400E098F4421b34a3a44A1B4e571419517687 time: 45.097908ms
Block 18908897 account 0x9d55D5cE5DDed6210928b49A921522E0Bcf1fda6 time: 60.660124ms
Block 18908897 account 0x9D65fF81a3c488d585bBfb0Bfe3c7707c7917f54 time: 59.077747ms
Block 18908897 account 0xa06C3c08A19e51B33309edDFb356c33EAD8517A3 time: 51.443569ms
Block 18908897 account 0xA2120b9e674d3fC3875f415A7DF52e382F141225 time: 45.960421ms
Block 18908897 account 0xa2Bf4406B5369E0606c711f8b82343c5Fe6bEBC2 time: 45.379612ms
Block 18908897 account 0xA0c68C638235ee32657e8f720a23ceC1bFc77C77 time: 49.06261ms
Block 18908897 account 0xA52243600703913871A272f01cC9d2444412dc61 time: 51.274991ms
Block 18908897 account 0xA62F9C5af106FeEE069F38dE51098D9d81B90572 time: 51.072636ms
Block 18908897 account 0xa49862A2BAbDE8696048bDD3C371827Aa134a3Fa time: 51.529897ms
Block 18908897 account 0xA88EA957e394324Deb9c890b7a5E7374dB93c301 time: 45.706696ms
Block 18908897 account 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 time: 71.706679ms
Block 18908897 account 0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C time: 59.239024ms
Block 18908897 account 0xa21Ed0Af81d7cdaEbD06d1150C166821cFCD64FF time: 68.351549ms
Block 18908897 account 0xa26e73C8E9507D50bF808B7A2CA9D5dE4fcC4A04 time: 70.244255ms
Block 18908897 account 0xaaC0C1018fb755486d516d6FAE7Cd5CE9822DB45 time: 49.539308ms
Block 18908897 account 0xad9f4B4535A18b5AA82c6de1F6bF8391B92C57fC time: 55.977365ms
Block 18908897 account 0xAB1d7a784BF74666f5f74653e79758437bA6F5f9 time: 59.857284ms
Block 18908897 account 0xA86309988947559b6E72Ef716C5058F479386C0F time: 76.115737ms
Block 18908897 account 0xAF69D0518d341af4961b5fcfDb86a3e3453F1Dc5 time: 46.541249ms
Block 18908897 account 0xaE0c37cf7f1eFD9eD9D086D18A7A51d05eAcE5a0 time: 53.871328ms
Block 18908897 account 0xafd99a1a7e2195a8E0fdB6e8bD45EFDff15FEadD time: 45.318015ms
Block 18908897 account 0xB1c64c569E6fa8CcfA0FdA8B1037B85AE481E1AC time: 55.596194ms
Block 18908897 account 0xB4669B10D923c2d141F2ECCF382bBE06CeEdF82B time: 55.193704ms
Block 18908897 account 0xb3CEf8a292bF665aFaAF717A9Dbcc156d70D4ad6 time: 59.43377ms
Block 18908897 account 0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13 time: 73.061928ms
Block 18908897 account 0xB5f12eA008554b85F1d0A79D5B4BF64ABe888CDe time: 50.8592ms
Block 18908897 account 0xae78736Cd615f374D3085123A210448E74Fc6393 time: 73.760869ms
Block 18908897 account 0xB4dB3617b76a04ACd4274987E93Fa2d92ffdD4A3 time: 54.866022ms
Block 18908897 account 0xbF9AEA2F77059450F4de6c661dBEB3eF926d633d time: 54.883081ms
Block 18908897 account 0xbE25853b8300e096B89a4894f23689DCACC48B7f time: 58.346249ms
Block 18908897 account 0xc00e8aEB45c856e07bE262c6dF368e0421660A19 time: 50.405048ms
Block 18908897 account 0xBfDe2A44eD20Bc551BaFAA03Cee126D4856760b0 time: 50.768756ms
Block 18908897 account 0xC00Ec5064f48432De8c2B3Ca01C78C8D6C1eabca time: 46.869537ms
Block 18908897 account 0xB6e454Cb49aca8e50307B9e20FBA77017984A4A2 time: 77.173125ms
Block 18908897 account 0xC14e16261662887954d38e4FA788c7a9e78a54F0 time: 51.499342ms
Block 18908897 account 0xc1921072db5266D950acC8E721507F7542445ba5 time: 49.627216ms
Block 18908897 account 0xc24D30475eca133302192B502085a3CC124b0b9b time: 48.500244ms
Block 18908897 account 0xc2fA5fD1c1Ad37701Ef1B26C5F0680Ac807E3Efd time: 48.55277ms
Block 18908897 account 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 time: 71.5553ms
Block 18908897 account 0xC730EF0f4973DA9cC0aB8Ab291890D3e77f58F79 time: 50.016457ms
Block 18908897 account 0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b time: 49.630356ms
Block 18908897 account 0xC32861723bA65B18650FD44B8BCcc6720aED80f1 time: 53.007855ms
Block 18908897 account 0xc66eA08f10Cf583D4a968A41fC6a03AeCba1CD7D time: 50.737817ms
Block 18908897 account 0xc9e03910DDDF689D3e309b42dbf4c581ED1e795D time: 50.617657ms
Block 18908897 account 0xCaB89E286D385E21b020B4B15787a326999DbD06 time: 49.29531ms
Block 18908897 account 0xcb129Aa11CEaA00DA1A92D12E26bB776eF3c3628 time: 50.652159ms
Block 18908897 account 0xCE66b6eaAC2EdcA111d23f4711e3d72b7577d766 time: 50.748097ms
Block 18908897 account 0xcB6FF437718C88BfE2E5184Af1B2d28e8336A58D time: 51.181534ms
Block 18908897 account 0xCF437781bAa4B9266c9B41D8F61645F272aBb5a0 time: 50.873364ms
Block 18908897 account 0xCf5540fFFCdC3d510B18bFcA6d2b9987b0772559 time: 42.525632ms
Block 18908897 account 0xCf449ab44915319dbFf41C52B591520839db0615 time: 44.410661ms
Block 18908897 account 0xd108FD0E8c8E71552a167E7a44FF1d345D233BA6 time: 50.318686ms
Block 18908897 account 0xD1ca1F4dBB645710f5D5a9917AA984a47524f49A time: 48.567123ms
Block 18908897 account 0xd3197512A43b14A0B90e5338348fBA1576463d4b time: 46.796213ms
Block 18908897 account 0xd46042f503B8Ec0A166af8C0BFbB0a3C562353F9 time: 46.489381ms
Block 18908897 account 0xd2bdD1E01fd2F8d7d42b209c111c7b32158b5a42 time: 49.491471ms
Block 18908897 account 0xd036CbeCbF0102138E1a93a2F9418e267DD0F92c time: 64.688948ms
Block 18908897 account 0xD8de6af55F618a7Bc69835D55DDC6582220c36c0 time: 45.446634ms
Block 18908897 account 0xdAf1695c41327b61B9b9965Ac6A5843A3198cf07 time: 42.427274ms
Block 18908897 account 0xD754103679b3D271B61C3be91cb4729fE8AeA21B time: 54.207798ms
Block 18908897 account 0xd35EFAE4097d005720608Eaf37E42a5936C94B44 time: 62.616172ms
Block 18908897 account 0xDc95346D5580FeE505bba6047D14373FB983EBEd time: 53.336059ms
Block 18908897 account 0xDEC800C2b17c9673570FDF54450dc1bd79c8E359 time: 56.698623ms
Block 18908897 account 0xdcb6034ddBab7F4646E627f5d890499d2423e352 time: 58.323623ms
Block 18908897 account 0xdAC17F958D2ee523a2206206994597C13D831ec7 time: 70.000619ms
Block 18908897 account 0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF time: 62.478044ms
Block 18908897 account 0xDeF9541CcBAb7D9CB49E1C8293CDBc39e988803F time: 45.821303ms
Block 18908897 account 0xE4000004000bd8006e00720000d27d1FA000d43e time: 51.341566ms
Block 18908897 account 0xE4dBD69aECDE186E99305E1C6E29856CBEA61760 time: 51.056357ms
Block 18908897 account 0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C time: 51.795322ms
Block 18908897 account 0xee02F27769B865F547Fc6fff52D88D6678724563 time: 50.513427ms
Block 18908897 account 0xDef1C0ded9bec7F1a1670819833240f027b25EfF time: 83.601534ms
Block 18908897 account 0xeD35af169aF46a02eE13b9d79Eb57d6D68C1749e time: 61.691097ms
Block 18908897 account 0xEE8794DD22F04fE72d42F421A74C9b4789D92dE3 time: 48.833648ms
Block 18908897 account 0xEFCF56F057A2F329Ceb93a225C5234974713fA07 time: 326.301233ms
Block 18908897 account 0xf1408d9159A98E26494BdE3F5411343B7FF73ee6 time: 321.142043ms
Block 18908897 account 0xeE7f2D8257Aa658c5895796f070e4046bA8Fb37e time: 344.320369ms
Block 18908897 account 0xf01Cde6d70596B7255Dd2FcFbd19FeAf4eD142f9 time: 326.825001ms
Block 18908897 account 0xE41d2489571d322189246DaFA5ebDe1F4699F498 time: 358.219588ms
Block 18908897 account 0xDfe2135d494F47508d48641E994849019118195C time: 361.55859ms
Block 18908897 account 0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E time: 315.090357ms
Block 18908897 account 0xf53b90605e3E48d5F015A4451118d93565dC23E1 time: 325.773729ms
Block 18908897 account 0xf837822b1309083Daa0E4Fe0bDEBD72105294D75 time: 317.051882ms
Block 18908897 account 0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097 time: 334.521666ms
Block 18908897 account 0xF543F9613CC6b6246751D0937b71b1747884B2a5 time: 317.75081ms
Block 18908897 account 0xF045d1bd1D505c2e65397884E2abbD8e53418fc4 time: 340.267414ms
Block 18908897 account 0xFa0E4F48a369BB3eCBCEe0B5119379EA8D1bcF29 time: 314.519006ms
Block 18908897 account 0xFAD63727A8C983A9388d889fa043Cab03337007a time: 313.820678ms
Block 18908897 account 0xFB5e4880EaB5B40c88585C0120cbB9E3893FA0BA time: 307.501483ms
Block 18908897 account 0xFe187975E45f975CA38d2f6EF0F92c553B0f2E82 time: 307.598792ms
Block 18908897 account 0xfF20817765cB7f73d4bde2e66e067E58D11095C2 time: 20.540997ms
Block: 18908898 phase:modifiedaccounts accounts: 291 time: 3.548336051s
Fetching balances for 291 accounts
Fetched balances for 291 accounts
Block: 18908898 phase:balances accounts: 291 time: 15.892489ms
Block 18908898 account 0x0510745D2cA36729bed35c818527C4485912d99E time: 37.281628ms
Block 18908898 account 0x065e3DbaFCb2C26A978720f9eB4Bce6aD9D644a1 time: 48.962494ms
Block 18908898 account 0x0000000000000000000000000000000000000002 time: 50.872997ms
Block 18908898 account 0x02aa179C203A663126df4d86B8849E9fd5532588 time: 59.467274ms
Block 18908898 account 0x0652b1A20D1D9cb9fd76a556a1aFba4530B1Aad6 time: 65.783255ms
Block 18908898 account 0x000000000022D473030F116dDEE9F6B43aC78BA3 time: 65.968424ms
Block 18908898 account 0x0000000000000000000000000000000000000008 time: 69.285671ms
Block 18908898 account 0x0000000000000000000000000000000000000005 time: 69.38254ms
Block 18908898 account 0x0000000000000000000000000000000000000004 time: 69.552354ms
Block 18908898 account 0x06450dEe7FD2Fb8E39061434BAbCFC05599a6Fb8 time: 72.127335ms
Block 18908898 account 0x0016C0d0343e8f2c3A7b6A51606B84B1545Ec606 time: 72.287124ms
Block 18908898 account 0x0000000000000000000000000000000000000006 time: 73.446537ms
